Moviename'; 'Userscore';Author'
little-miss-sunshine;8;cameronmorewood
xxx;8;imthenoob
back-to-the-future;8;TheQuietGamer
back-to-the-future;10;DibbHansen
spirited-away;9;davenbettridge
happy-feet;8;sreekiran
little-miss-sunshine;10;TheWalrus2000
back-to-the-future-part-ii;8;cag11
happy-feet;10;MovieLonely94
pirates-of-the-caribbean-dead-mans-chest;10;JohnnyStephens
back-to-the-future;8;Jacob
the-bourne-identity;8;DanBurrito
pirates-of-the-caribbean-dead-mans-chest;9;DibbHansen
le-petit-lieutenant;10;MichaelW.
back-to-the-future;9;StevenF
spirited-away;9;Potter17
danielson-a-family-movie-or-make-a-joyful-noise-here;9;[Anonymous]
back-to-the-future;9;Iky009
little-miss-sunshine;8;ypomoni
volver;10;DavidS.
back-to-the-future-part-iii;8;SythusRATINGS
pirates-of-the-caribbean-dead-mans-chest;8;MovieGuys
little-miss-sunshine;10;ingie44
pirates-of-the-caribbean-dead-mans-chest;8;cag11
off-the-black;9;Matt
back-to-the-future-part-ii;9;SythusRATINGS
signs;10;Hasriona
flannel-pajamas;10;DanielM.
back-to-the-future;10;cag11
signs;8;Spangle
volver;10;Scott
the-pursuit-of-happyness;10;[Anonymous]
little-miss-sunshine;8;EpicLadySponge
the-good-shepherd;10;ChrisW.
signs;9;cameronmorewood
signs;9;YoursTruly
back-to-the-future-part-iii;9;Futuredirector
signs;10;Compi24
pirates-of-the-caribbean-dead-mans-chest;8;SythusRATINGS
volver;9;DanC.
signs;8;TheWalrus2000
back-to-the-future-part-iii;10;MasterRiley
back-to-the-future;8;Meth-dude
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan;10;JohnW.
xxx;8;TheQuietGamer
spirited-away;10;moonman1994
unfaithful;8;NikolayG
signs;9;bfoore90
spirited-away;10;Iky009
pirates-of-the-caribbean-dead-mans-chest;8;homer4president
spirited-away;10;hardkor33
pirates-of-the-caribbean-dead-mans-chest;8;MovieManiac83
back-to-the-future;10;SythusRATINGS
back-to-the-future-part-ii;10;MasterRiley
the-pursuit-of-happyness;8;StevenF
minority-report;9;EssenceOfSugar
spirited-away;10;nirishan9
the-pursuit-of-happyness;10;csw12
spirited-away;9;Summersausage
minority-report;8;Tss5078
army-of-shadows;10;LarryR.
the-last-king-of-scotland;10;[Anonymous]
minority-report;10;Official
notes-on-a-scandal;9;Enrique
children-of-men;10;RaulC.
spirited-away;10;shprea
venus;10;JH
spirited-away;10;SEROJ
arthur-and-the-invisibles;10;PhilJ.
arthur-and-the-invisibles;8;sil3nt_nick
minority-report;8;Iky009
minority-report;9;Compi24
innocence-2001;9;Greg
the-emperors-new-clothes;10;JD
army-of-shadows;10;ryancarroll88
notes-on-a-scandal;9;Fantasy
back-to-the-future;9;CineAutoctono
minority-report;9;BradySmith
stuart-little-2;9;Futuredirector
volver;9;Spangle
pirates-of-the-caribbean-dead-mans-chest;8;SonicHD7
austin-powers-in-goldmember;9;AlexG.
minority-report;8;RayzorMoose
austin-powers-in-goldmember;10;Zilcell
back-to-the-future;8;EpicLadySponge
children-of-men;9;MattB.
back-to-the-future;10;Futuredirector
lovely-amazing;8;MichaelF.
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan;9;AndrewM
roman-holiday;9;Spangle
the-thirteenth-floor;9;Tss5078
back-to-the-future;10;MasterRiley
u-turn;10;DavidS.
the-wraith;8;TheQuietGamer
lilo-stitch;10;gm101
happy-feet;8;heyitsmegrif4
glengarry-glen-ross;10;StevenM
lilo-stitch;10;MovieGuys
antz;8;Jacob
ice-age;8;homer4president
men-in-black-ii;9;AlanG
glengarry-glen-ross;9;Compi24
antz;8;Halfwelshman
ice-age;8;DanBurrito
glengarry-glen-ross;9;RyanM.
antz;8;[Anonymous]
happy-feet;8;FreedomFighters
glengarry-glen-ross;8;ERG1008
memory;8;Tss5078
ice-age;8;grandpajoe6191
lilo-stitch;9;Trev29
ice-age;10;MovieLonely94
lilo-stitch;10;Rikiege
lilo-stitch;10;FreedomFighters
happy-feet;8;EpicLadySponge
glengarry-glen-ross;8;Spangle
the-dangerous-lives-of-altar-boys;8;Tss5078
a-shot-at-glory;10;JohnM.
army-of-shadows;9;Spangle
a-shot-at-glory;10;DanielM.
army-of-shadows;9;EpicLadySponge
peaceful-warrior;9;PaulF.
antz;9;FreedomFighters
spirited-away;8;Epik_Ninnja
lilo-stitch;9;DanBurrito
the-big-lebowski;10;ArkonBlade
lilo-stitch;8;EpicLadySponge
antz;9;SythusRATINGS
ice-age;10;[Anonymous]
notes-on-a-scandal;9;Trev29
antz;8;MovieManiac83
the-last-king-of-scotland;9;MarkG.
the-big-lebowski;9;Paxster
ice-age;9;TheQuietGamer
spirit-stallion-of-the-cimarron;8;Official
ice-age;8;aaronpaul121
the-santa-clause;10;Zilcell
ice-age;10;imthenoob
the-santa-clause;8;beingryanjude
the-big-lebowski;10;Compi24
spider-man;10;gm101
the-big-lebowski;10;OneWhoKnows
the-last-king-of-scotland;9;Compi24
spirited-away;9;EpicLadySponge
eight-legged-freaks;8;Meth-dude
spider-man;9;StevenF
the-big-lebowski;10;nboley08
ice-age;10;Rikiege
the-last-king-of-scotland;8;worleyjamers
peaceful-warrior;9;MichaelT.
goldeneye;9;[Anonymous]
et-the-extra-terrestrial;10;Iky009
zodiac;9;MovieGuys
spider-man;9;dharma
spirited-away;10;Futuredirector
goldeneye;8;Tokyochuchu
zodiac;9;Potter17
goldeneye;10;DibbHansen
spirit-stallion-of-the-cimarron;9;MovieLonely94
goldeneye;8;EpicLadySponge
et-the-extra-terrestrial;10;MovieLonely94
children-of-men;10;PaulG.
perfume-the-story-of-a-murderer;8;JohnE.
ice-age;10;SEROJ
zodiac;8;CRL
spider-man;10;MovieGuys
the-santa-clause;8;EpicLadySponge
zodiac;9;Spangle
spider-man;8;ERG1008
the-santa-clause;8;Futuredirector
tomorrow-never-dies;10;jwt7000
zodiac;9;cameronmorewood
the-santa-clause;9;MasterRiley
goldeneye;8;jwt7000
tomorrow-never-dies;9;[Anonymous]
zodiac;10;Compi24
beau-travail;10;JohnM
spider-man;8;Zilcell
et-the-extra-terrestrial;10;[Anonymous]
mr-deeds;10;gm101
sweeney-todd-the-demon-barber-of-fleet-street;8;EpicLadySponge
star-wars-episode-ii---attack-of-the-clones;8;Necromus
spider-man;8;DaEagle
y-tu-mama-tambien;10;SamS.
vacancy;10;spadenx
et-the-extra-terrestrial;8;ERG1008
the-wind-that-shakes-the-barley;8;Spangle
zodiac;10;MattK
spider-man;9;bfoore90
spider-man;10;MetaCryptic
et-the-extra-terrestrial;9;aaronpaul121
the-big-lebowski;10;JohnH.
et-the-extra-terrestrial;10;Potter17
et-the-extra-terrestrial;10;Zilcell
perfume-the-story-of-a-murderer;10;MattB.
spider-man;8;diogomendes
star-wars-episode-ii---attack-of-the-clones;9;TheQuietGamer
mr-deeds;8;TheQuietGamer
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan;10;Alex
spider-man;9;MovieLonely94
star-wars-episode-ii---attack-of-the-clones;9;Chris
et-the-extra-terrestrial;8;JawsLaxerDrama
spider-man;8;grandpajoe6191
ice-age;8;EpicLadySponge
scooby-doo;9;UntoldAv3nGer
scooby-doo;8;MovieLonely94
scooby-doo;9;GagaForGhibli
insomnia;9;cameronmorewood
the-big-lebowski;10;Tokyochuchu
perfume-the-story-of-a-murderer;8;John
the-big-lebowski;9;J-Shap
ice-age;8;Muskrat147
star-wars-episode-ii---attack-of-the-clones;10;gm101
star-wars-episode-ii---attack-of-the-clones;10;MovieLonely94
spider-man;8;sil3nt_nick
ice-age;9;MasterRiley
scooby-doo;8;JeffV.
et-the-extra-terrestrial;10;SythusRATINGS
saturday-night-fever;9;Paxster
insomnia;9;StevenF
the-condemned;8;[Anonymous]
perfume-the-story-of-a-murderer;10;JohnM.
et-the-extra-terrestrial;9;EpicLadySponge
the-lookout;8;Compi24
insomnia;8;Tss5078
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan;10;[Anonymous]
et-the-extra-terrestrial;10;Futuredirector
vacancy;8;imthenoob
et-the-extra-terrestrial;9;Muskrat147
vacancy;8;Meth-dude
honey-i-shrunk-the-kids;8;EpicLadySponge
insomnia;8;Spangle
et-the-extra-terrestrial;10;MasterRiley
insomnia;9;SEROJ
georgia-rule;10;Tss5078
jason-x;8;imthenoob
the-flintstones;9;MovieLonely94
insomnia;8;MovieManiac83
the-scorpion-king;9;TheQuietGamer
the-big-lebowski;10;MovieGuys
scooby-doo;8;MasterRiley
big-fat-liar;8;Zilcell
the-big-lebowski;9;cag11
star-wars-episode-ii---attack-of-the-clones;8;homer4president
trading-places;8;MovieGuys
panic-room;10;MovieGuys
zodiac;8;DavidS.
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan;10;MichaelB.
big-fat-liar;8;MasterRiley
wild-hogs;9;BillH.
death-to-smoochy;8;imthenoob
beyond-the-gates;10;JohnL.
monsters-inc;9;grandpajoe6191
monsters-inc;9;Susano
one-flew-over-the-cuckoos-nest;10;MattA
monsters-inc;10;MichaelD
one-flew-over-the-cuckoos-nest;9;grandpajoe6191
death-to-smoochy;9;MovieLonely94
knocked-up;8;FDT44
monsters-inc;10;CRL
spider-man;8;Compi24
knocked-up;8;Trev29
monsters-inc;10;Zilcell
zodiac;10;LeeM.
one-flew-over-the-cuckoos-nest;10;rollingstone82
spider-man;9;SEROJ
one-flew-over-the-cuckoos-nest;10;EssenceOfSugar
panic-room;8;beingryanjude
310-to-yuma;9;Alex
monsters-inc;9;heyitsmegrif4
monsters-inc;10;Halfwelshman
one-flew-over-the-cuckoos-nest;9;StevenF
the-count-of-monte-cristo;10;Tokyochuchu
prefontaine;10;Tss5078
sunshine;8;JAM123
spider-man;8;FreedomFighters
panic-room;9;Compi24
blade-ii;8;oxana
monsters-inc;8;Rox22
monsters-inc;10;homer4president
one-flew-over-the-cuckoos-nest;9;beingryanjude
children-of-men;10;JasonK.
one-flew-over-the-cuckoos-nest;8;csw12
frailty;10;JohnL.
wild-hogs;8;JohnM
children-of-men;10;MichaelB.
frailty;8;Spangle
monsters-inc;9;TheQuietGamer
wild-hogs;10;DeeM
one-flew-over-the-cuckoos-nest;10;cameronmorewood
spider-man;8;SythusRATINGS
one-flew-over-the-cuckoos-nest;10;Compi24
monsters-inc;9;MovieLonely94
knocked-up;9;ChrisD.
monsters-inc;9;gm101
star-wars-episode-ii---attack-of-the-clones;8;beingryanjude
monsters-inc;8;JawsPapi87
star-wars-episode-ii---attack-of-the-clones;8;ObbiePR18
panic-room;8;FilmVirtue
310-to-yuma;8;Spangle
spider-man;9;homer4president
the-rookie;8;EpicLadySponge
monsters-inc;9;aaronpaul121
close-encounters-of-the-third-kind;8;Spangle
jindabyne;9;MM
surfs-up;10;sil3nt_nick
310-to-yuma;9;Compi24
monsters-inc;8;Official
reign-over-me;9;TheQuietGamer
monsters-inc;8;Trev29
one-flew-over-the-cuckoos-nest;9;tjman09
monsters-inc;9;Compi24
surfs-up;8;heyitsmegrif4
close-encounters-of-the-third-kind;9;EpicLadySponge
monsters-inc;10;sil3nt_nick
spider-man;8;CineAutoctono
close-encounters-of-the-third-kind;8;MasterRiley
zodiac;9;PaulG.
close-encounters-of-the-third-kind;10;nestoryavith
spider-man;8;EpicLadySponge
i-now-pronounce-you-chuck-larry;8;ML.
sicko;10;ChrisD.
jackie-brown;8;TheWalrus2000
monsters-inc;9;shprea
jackie-brown;8;Spangle
knocked-up;8;AnonymousMC
i-am-legend;10;ChrisS.
jackie-brown;8;MovieGuys
i-now-pronounce-you-chuck-larry;8;JasonA
day-watch;10;[Anonymous]
captivity;10;[Anonymous]
black-book;10;Enrique
sicko;8;smijatov
monsters-inc;9;MovieGuys
reign-over-me;8;[Anonymous]
knocked-up;10;JakeS.
black-book;8;JackS.
surfs-up;9;FreedomFighters
black-book;9;[Anonymous]
monsters-inc;8;RayzorMoose
black-book;10;George
knocked-up;9;JohnF.
dogtown-and-z-boys;10;JohnL.
black-book;8;ERG1008
children-of-men;10;PaulD.
evan-almighty;10;DW
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan;9;Scott
black-book;8;Spangle
this-is-england;8;DavidM.
monsters-inc;10;Viper8787
spider-man;10;Futuredirector
the-new-guy;10;[Anonymous]
zodiac;10;bfoore90
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan;10;Andrew
i-now-pronounce-you-chuck-larry;9;TheQuietGamer
scream-2;10;GagaForGhibli
monsters-inc;9;SythusRATINGS
spider-man;10;MasterRiley
reign-over-me;9;AlexD.
spider-man;10;JP32
monsters-inc;8;MovieManiac83
scream-2;8;Tokyochuchu
monsters-inc;8;CineAutoctono
knocked-up;10;Kyle
monsters-inc;10;DanBurrito
zodiac;8;MovieManiac83
monsters-inc;10;EpicLadySponge
the-lord-of-the-rings-the-fellowship-of-the-ring;9;grandpajoe6191
sicko;8;RaniS
evan-almighty;8;KathyS
monsters-inc;8;BarneyOnMT
ronin;8;[Anonymous]
the-lord-of-the-rings-the-fellowship-of-the-ring;10;Roeyl
super-troopers;8;imthenoob
scream-2;8;MovieGuys
the-lord-of-the-rings-the-fellowship-of-the-ring;10;potatoes351
sicko;10;JohnH.
evan-almighty;10;[Anonymous]
knocked-up;10;AnonymousMC
monsters-inc;9;Futuredirector
star-wars-episode-ii---attack-of-the-clones;8;Epik_Ninnja
reign-over-me;9;bfoore90
monsters-inc;9;Muskrat147
the-lord-of-the-rings-the-fellowship-of-the-ring;10;Clanka
monsters-inc;10;FreedomFighters
the-lord-of-the-rings-the-fellowship-of-the-ring;10;Potter17
1408;9;[Anonymous]
the-lord-of-the-rings-the-fellowship-of-the-ring;10;EssenceOfSugar
this-is-england;10;StevenF
impostor;9;Tss5078
john-q;10;Tss5078
storytelling;8;Spangle
mean-machine;10;[Anonymous]
amelie;9;Iky009
i-now-pronounce-you-chuck-larry;9;Meth-dude
scream-2;8;bfoore90
amelie;9;Paxster
the-lord-of-the-rings-the-fellowship-of-the-ring;10;Necromus
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan;10;JH
i-am-legend;8;NathanS.
scream-2;8;MovieManiac83
speed;10;Juanolo
sicko;10;JohnW.
knocked-up;9;MikeM.
kung-pow-enter-the-fist;9;AndrewP.
jimmy-neutron-boy-genius;8;MovieLonely94
speed;10;MovieGuys
the-lord-of-the-rings-the-fellowship-of-the-ring;10;RobbyZ.
the-devils-backbone;8;Halfwelshman
jimmy-neutron-boy-genius;8;Zilcell
the-devils-backbone;8;Spangle
jimmy-neutron-boy-genius;10;FreedomFighters
knocked-up;10;[Anonymous]
kung-pow-enter-the-fist;10;imthenoob
the-royal-tenenbaums;10;ryancarroll88
jimmy-neutron-boy-genius;8;EpicLadySponge
speed;8;BradySmith
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan;10;KevinC.
the-royal-tenenbaums;9;Tokyochuchu
a-beautiful-mind;8;ERG1008
the-royal-tenenbaums;8;Halfwelshman
it-takes-two;8;MovieLonely94
1408;8;MetalMan95
knocked-up;10;AlexD.
children-of-men;9;JD
i-am-sam;8;Compi24
speed;8;JamesH
1408;8;Khunter4382
the-lord-of-the-rings-the-fellowship-of-the-ring;10;Chris
speed;9;bfoore90
1408;8;csw12
speed;8;diogomendes
1408;8;Spangle
a-walk-to-remember;9;AdamC
the-royal-tenenbaums;8;Tubie
the-lord-of-the-rings-the-fellowship-of-the-ring;10;JawsPapi87
1408;8;cameronmorewood
children-of-men;10;MarkM.
1408;9;Compi24
the-lord-of-the-rings-the-fellowship-of-the-ring;10;heyitsmegrif4
the-legend-of-1900;8;SEROJ
speed;9;EpicLadySponge
black-hawk-down;10;DavidW.
hearts-and-minds;9;tjman09
speed;8;Blanche
the-lord-of-the-rings-the-fellowship-of-the-ring;10;rodericrinehart
speed;9;MasterRiley
clockstoppers;8;Tss5078
a-beautiful-mind;10;ovi_bz
the-lord-of-the-rings-the-fellowship-of-the-ring;10;csw12
sicko;8;Ryan
paprika;9;Matt
the-lord-of-the-rings-the-fellowship-of-the-ring;10;Trev29
easy-rider;9;Kyle
kung-pow-enter-the-fist;10;AdamS
black-hawk-down;9;ArkonBlade
amelie;8;Spangle
the-royal-tenenbaums;8;beingryanjude
black-hawk-down;8;ERG1008
knocked-up;10;PaulF.
amelie;9;MovieGuys
the-royal-tenenbaums;8;Compi24
a-beautiful-mind;8;beingryanjude
the-namesake;10;[Anonymous]
gosford-park;10;MikeM
we-were-soldiers;8;Meth-dude
van-wilder;9;cameronmorewood
a-beautiful-mind;8;Spangle
the-lord-of-the-rings-the-fellowship-of-the-ring;10;MovieLonely94
black-hawk-down;8;MediaCritic
paprika;10;[Anonymous]
kung-pow-enter-the-fist;10;Dalek
the-lord-of-the-rings-the-fellowship-of-the-ring;9;cameronmorewood
we-were-soldiers;8;homer4president
gosford-park;10;AndrewS.
black-hawk-down;10;Juanolo
gosford-park;8;beingryanjude
mr-beans-vacation;8;DavidD.
the-lord-of-the-rings-the-fellowship-of-the-ring;8;gm101
chungking-express;9;Spangle
silver-bullet;8;TheQuietGamer
rare-birds;10;OneWhoKnows
the-lord-of-the-rings-the-fellowship-of-the-ring;9;Seriously
black-hawk-down;8;Spangle
black-hawk-down;9;cameronmorewood
chuen-jik-sat-sau;8;Broyax
a-time-to-kill;8;MovieGuys
harry-potter-and-the-sorcerers-stone;8;grandpajoe6191
gosford-park;9;EpicLadySponge
a-beautiful-mind;9;Futuredirector
black-hawk-down;8;Compi24
a-time-to-kill;8;Spangle
harry-potter-and-the-sorcerers-stone;10;Trev29
i-am-legend;8;John
black-hawk-down;9;MovieGuys
i-am-legend;8;[Anonymous]
dark-blue-world;9;RP
i-am-legend;10;MattB
black-hawk-down;9;Meth-dude
harry-potter-and-the-sorcerers-stone;9;nboley08
children-of-men;10;Alex
from-hell;10;JohnnyStephens
corky-romano;8;JohnD
i-know-who-killed-me;10;John
harry-potter-and-the-sorcerers-stone;8;MovieLonely94
sicko;10;Eric
black-hawk-down;10;homer4president
men-in-black;10;CRL
harry-potter-and-the-sorcerers-stone;8;gm101
black-hawk-down;8;CineAutoctono
waitress;9;ArnoldP.
men-in-black;8;ArkonBlade
harry-potter-and-the-sorcerers-stone;10;Tss5078
the-lord-of-the-rings-the-fellowship-of-the-ring;8;Jacob
harry-potter-and-the-sorcerers-stone;8;Compi24
men-in-black;8;Spangle
hot-rod;8;[Anonymous]
men-in-black;9;Rikiege
the-lord-of-the-rings-the-fellowship-of-the-ring;9;CursedKnight187
men-in-black;9;Rox22
the-lord-of-the-rings-the-fellowship-of-the-ring;8;spadenx
men-in-black;8;Scorpion
harry-potter-and-the-sorcerers-stone;10;cameronmorewood
the-lord-of-the-rings-the-fellowship-of-the-ring;8;imthenoob
men-in-black;8;MovieGuys
harry-potter-and-the-sorcerers-stone;8;heyitsmegrif4
the-lord-of-the-rings-the-fellowship-of-the-ring;10;beingryanjude
waitress;9;[Anonymous]
men-in-black;8;grandpajoe6191
the-others;9;cameronmorewood
star-trek-insurrection;8;Chris
the-others;8;Spielberg00
waking-life;10;[Anonymous]
oceans-eleven;8;nboley08
men-in-black;8;Compi24
the-others;9;smijatov
oceans-eleven;10;CRL
harry-potter-and-the-sorcerers-stone;10;csw12
men-in-black;10;AlanG
waking-life;10;StevenF
men-in-black;8;MovieLonely94
the-others;8;grandpajoe6191
the-others;8;Trev29
oceans-eleven;9;oxana
the-lord-of-the-rings-the-fellowship-of-the-ring;9;Compi24
the-others;9;Iky009
oceans-eleven;8;Spangle
the-nanny-diaries;8;[Anonymous]
knocked-up;10;DavidM.
oceans-eleven;10;Rikiege
the-others;8;Spangle
the-lord-of-the-rings-the-fellowship-of-the-ring;9;Scorpion
waitress;10;TomM.
sicko;10;[Anonymous]
lady-chatterley;8;[Anonymous]
sicko;9;SergioP.
the-others;8;EpicLadySponge
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan;8;AndrewB.
harry-potter-and-the-sorcerers-stone;8;Chris
the-lord-of-the-rings-the-fellowship-of-the-ring;10;MovieGuys
waking-life;8;BobE.
superbad;10;nboley08
the-lord-of-the-rings-the-fellowship-of-the-ring;10;cag11
i-am-legend;8;DavidD.
oceans-eleven;8;MovieGuys
superbad;8;lovemusic
the-others;8;heyitsmegrif4
brigham-city;8;Tss5078
waking-life;10;JH
harry-potter-and-the-sorcerers-stone;9;TheQuietGamer
men-in-black;8;MovieManiac83
ali;9;Spangle
oceans-eleven;8;beingryanjude
men-in-black;8;EpicLadySponge
waking-life;8;EpicLadySponge
oceans-eleven;8;anshiman
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan;10;AnonymousMC
kung-pow-enter-the-fist;10;spadenx
not-another-teen-movie;8;Meth-dude
children-of-men;10;P.M.
oceans-eleven;8;Compi24
kung-pow-enter-the-fist;10;BrunoP
sicko;10;AS
the-lord-of-the-rings-the-fellowship-of-the-ring;10;StevenF
harry-potter-and-the-sorcerers-stone;8;Hasriona
domestic-disturbance;9;Tss5078
the-lord-of-the-rings-the-fellowship-of-the-ring;10;oxana
the-lord-of-the-rings-the-fellowship-of-the-ring;10;ObbiePR18
i-am-legend;8;MetalMan95
the-lord-of-the-rings-the-fellowship-of-the-ring;10;Official
i-am-legend;9;TheQuietGamer
moolaade;9;EpicLadySponge
the-lord-of-the-rings-the-fellowship-of-the-ring;9;Spangle
children-of-men;8;JAM123
children-of-men;9;Potter17
harry-potter-and-the-sorcerers-stone;10;Zilcell
moolaade;9;ryancarroll88
fatal-attraction;8;Spangle
the-lord-of-the-rings-the-fellowship-of-the-ring;9;shprea
harry-potter-and-the-sorcerers-stone;9;StevenF
oceans-eleven;8;EpicLadySponge
the-lord-of-the-rings-the-fellowship-of-the-ring;8;JohnnyStephens
mulholland-dr;9;TomM.
the-lord-of-the-rings-the-fellowship-of-the-ring;10;DibbHansen
i-am-legend;8;Zilcell
hot-rod;8;Meth-dude
harry-potter-and-the-sorcerers-stone;10;imthenoob
i-am-legend;8;StevenF
i-am-legend;8;Tss5078
children-of-men;10;beingryanjude
superbad;8;csw12
i-am-legend;8;Paranoia
children-of-men;9;Doehl
harry-potter-and-the-sorcerers-stone;8;Official
iron-monkey;9;[Anonymous]
juno;8;DanB
children-of-men;8;Compi24
enemy-of-the-state;8;MovieGuys
